tab	measurements
measurement	specimen	experiment	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
D6A-1286a_LP-DIR-AF-315	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.5	163.1	 50.5 	 7.000e-02	0	0.00	0.00	23	273	This study	hargrave 2026-07-22 16:32:58	LT-AF-Z:LP-DIR-AF	g	314	u	8	273			pmagpy-4.4.0	5.61e-06	4.42e-08	4.74e-08	3.80e-08
D6A-1286a_LP-DIR-AF-316	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.5	157.0	 49.7 	 7.500e-02	0	0.00	0.00	24	273	This study	hargrave 2026-07-22 16:36:24	LT-AF-Z:LP-DIR-AF	g	315	u	8	273			pmagpy-4.4.0	5.08e-06	4.11e-08	4.30e-08	3.58e-08
D6A-1286a_LP-DIR-AF-317	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.5	150.8	 49.3 	 8.000e-02	0	0.00	0.00	25	273	This study	hargrave 2026-07-22 16:38:55	LT-AF-Z:LP-DIR-AF	g	316	u	8	273			pmagpy-4.4.0	4.68e-06	4.07e-08	4.23e-08	3.75e-08
D6A-1286a_LP-DIR-AF-318	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.5	141.4	 46.7 	 8.500e-02	0	0.00	0.00	26	273	This study	hargrave 2026-07-22 16:40:30	LT-AF-Z:LP-DIR-AF	g	317	u	8	273			pmagpy-4.4.0	4.25e-06	3.84e-08	3.92e-08	3.54e-08
D6A-1286a_LP-DIR-AF-319	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.5	132.2	 44.0 	 9.000e-02	0	0.00	0.00	27	273	This study	hargrave 2026-07-22 16:42:05	LT-AF-Z:LP-DIR-AF	g	318	u	8	273			pmagpy-4.4.0	3.91e-06	3.66e-08	3.66e-08	3.41e-08
D6A-1286a_LP-DIR-AF-320	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.6	122.3	 39.3 	 9.500e-02	0	0.00	0.00	28	273	This study	hargrave 2026-07-22 16:43:39	LT-AF-Z:LP-DIR-AF	g	319	u	8	273			pmagpy-4.4.0	3.63e-06	3.55e-08	3.44e-08	3.39e-08
D6A-1286a_LP-DIR-AF-321	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.6	113.4	 33.7 	 1.000e-01	0	0.00	0.00	29	273	This study	hargrave 2026-07-22 16:45:15	LT-AF-Z:LP-DIR-AF	g	320	u	8	273			pmagpy-4.4.0	3.53e-06	3.57e-08	3.32e-08	3.38e-08
D6A-1286a_LP-DIR-AF-322	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.7	105.0	 28.2 	 1.050e-01	0	0.00	0.00	30	273	This study	hargrave 2026-07-22 16:46:50	LT-AF-Z:LP-DIR-AF	g	321	u	8	273			pmagpy-4.4.0	3.38e-06	3.47e-08	3.26e-08	3.44e-08
D6A-1286a_LP-DIR-AF-323	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.7	096.6	 21.2 	 1.100e-01	0	0.00	0.00	31	273	This study	hargrave 2026-07-22 16:48:25	LT-AF-Z:LP-DIR-AF	g	322	u	8	273			pmagpy-4.4.0	3.44e-06	3.55e-08	3.26e-08	3.66e-08
D6A-1286a_LP-DIR-AF-324	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.7	090.3	 13.5 	 1.150e-01	0	0.00	0.00	32	273	This study	hargrave 2026-07-22 16:50:01	LT-AF-Z:LP-DIR-AF	g	323	u	8	273			pmagpy-4.4.0	3.57e-06	3.46e-08	2.97e-08	3.55e-08
D6A-1286a_LP-DIR-AF-325	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.7	084.6	 08.8 	 1.200e-01	0	0.00	0.00	33	273	This study	hargrave 2026-07-22 16:51:36	LT-AF-Z:LP-DIR-AF	g	324	u	8	273			pmagpy-4.4.0	3.69e-06	3.39e-08	2.87e-08	3.66e-08
D6A-1286a_LP-DIR-AF-326	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.7	080.8	 03.1 	 1.250e-01	0	0.00	0.00	34	273	This study	hargrave 2026-07-22 16:53:12	LT-AF-Z:LP-DIR-AF	g	325	u	8	273			pmagpy-4.4.0	3.94e-06	3.30e-08	2.73e-08	3.75e-08
D6A-1286a_LP-DIR-AF-327	D6A-1286a	D6A-1286a_LP-DIR-AF	    0.7	076.6	-00.5 	 1.300e-01	0	0.00	0.00	35	273	This study	hargrave 2026-07-22 16:54:48	LT-AF-Z:LP-DIR-AF	g	326	u	8	273			pmagpy-4.4.0	4.25e-06	3.33e-08	2.77e-08	3.87e-08
D6A-202a_LP-DIR-AF-328	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	223.0	 68.2 	0	0	0.00	0.00	0	273	This study	hargrave 2026-07-23 02:18:13	LT-NO:LP-DIR-AF	g	327	u	8	273			pmagpy-4.4.0	2.30e-05	1.50e-07	2.05e-07	6.32e-08
D6A-202a_LP-DIR-AF-329	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	227.9	 69.8 	 1.000e-03	0	0.00	0.00	1	273	This study	hargrave 2026-07-23 02:19:48	LT-AF-Z:LP-DIR-AF	g	328	u	8	273			pmagpy-4.4.0	2.26e-05	1.44e-07	1.95e-07	5.93e-08
D6A-202a_LP-DIR-AF-330	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	236.3	 71.9 	 2.000e-03	0	0.00	0.00	2	273	This study	hargrave 2026-07-23 02:21:24	LT-AF-Z:LP-DIR-AF	g	329	u	8	273			pmagpy-4.4.0	2.21e-05	1.39e-07	1.82e-07	5.56e-08
D6A-202a_LP-DIR-AF-331	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	242.2	 73.0 	 3.000e-03	0	0.00	0.00	3	273	This study	hargrave 2026-07-23 02:22:59	LT-AF-Z:LP-DIR-AF	g	330	u	8	273			pmagpy-4.4.0	2.17e-05	1.36e-07	1.73e-07	5.24e-08
D6A-202a_LP-DIR-AF-332	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	246.0	 73.7 	 4.000e-03	0	0.00	0.00	4	273	This study	hargrave 2026-07-23 02:24:34	LT-AF-Z:LP-DIR-AF	g	331	u	8	273			pmagpy-4.4.0	2.12e-05	1.34e-07	1.68e-07	5.04e-08
D6A-202a_LP-DIR-AF-333	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	247.3	 74.0 	 5.000e-03	0	0.00	0.00	5	273	This study	hargrave 2026-07-23 02:26:10	LT-AF-Z:LP-DIR-AF	g	332	u	8	273			pmagpy-4.4.0	2.07e-05	1.31e-07	1.63e-07	4.84e-08
D6A-202a_LP-DIR-AF-334	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	248.2	 74.9 	 7.500e-03	0	0.00	0.00	6	273	This study	hargrave 2026-07-23 02:29:37	LT-AF-Z:LP-DIR-AF	g	333	u	8	273			pmagpy-4.4.0	1.87e-05	1.22e-07	1.52e-07	4.16e-08
D6A-202a_LP-DIR-AF-335	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	246.8	 75.6 	 1.000e-02	0	0.00	0.00	7	273	This study	hargrave 2026-07-23 02:33:04	LT-AF-Z:LP-DIR-AF	g	334	u	8	273			pmagpy-4.4.0	1.67e-05	1.16e-07	1.42e-07	3.58e-08
D6A-202a_LP-DIR-AF-336	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	245.2	 76.3 	 1.250e-02	0	0.00	0.00	8	273	This study	hargrave 2026-07-23 02:36:31	LT-AF-Z:LP-DIR-AF	g	335	u	8	273			pmagpy-4.4.0	1.48e-05	1.05e-07	1.27e-07	2.98e-08
D6A-202a_LP-DIR-AF-337	D6A-202a	D6A-202a_LP-DIR-AF	    0.6	243.5	 76.5 	 1.500e-02	0	0.00	0.00	9	273	This study	hargrave 2026-07-23 02:39:59	LT-AF-Z:LP-DIR-AF	g	336	u	8	273			pmagpy-4.4.0	1.33e-05	9.62e-08	1.16e-07	2.46e-08
D6A-202a_LP-DIR-AF-338	D6A-202a	D6A-202a_LP-DIR-AF	    0.7	243.4	 76.7 	 1.750e-02	0	0.00	0.00	10	273	This study	hargrave 2026-07-23 02:43:26	LT-AF-Z:LP-DIR-AF	g	337	u	8	273			pmagpy-4.4.0	1.20e-05	8.87e-08	1.08e-07	2.18e-08
D6A-202a_LP-DIR-AF-339	D6A-202a	D6A-202a_LP-DIR-AF	    0.7	244.8	 77.1 	 2.000e-02	0	0.00	0.00	11	273	This study	hargrave 2026-07-23 02:46:52	LT-AF-Z:LP-DIR-AF	g	338	u	8	273			pmagpy-4.4.0	1.09e-05	8.09e-08	9.75e-08	1.83e-08
D6A-202a_LP-DIR-AF-340	D6A-202a	D6A-202a_LP-DIR-AF	    0.7	243.1	 77.4 	 2.250e-02	0	0.00	0.00	12	273	This study	hargrave 2026-07-23 02:50:19	LT-AF-Z:LP-DIR-AF	g	339	u	8	273			pmagpy-4.4.0	9.90e-06	7.61e-08	9.04e-08	1.62e-08
D6A-202a_LP-DIR-AF-341	D6A-202a	D6A-202a_LP-DIR-AF	    0.7	243.2	 77.7 	 2.500e-02	0	0.00	0.00	13	273	This study	hargrave 2026-07-23 02:53:46	LT-AF-Z:LP-DIR-AF	g	340	u	8	273			pmagpy-4.4.0	9.07e-06	7.27e-08	8.49e-08	1.26e-08
D6A-202a_LP-DIR-AF-342	D6A-202a	D6A-202a_LP-DIR-AF	    0.7	239.7	 78.2 	 2.750e-02	0	0.00	0.00	14	273	This study	hargrave 2026-07-23 02:57:12	LT-AF-Z:LP-DIR-AF	g	341	u	8	273			pmagpy-4.4.0	8.31e-06	7.02e-08	8.06e-08	9.29e-09
D6A-202a_LP-DIR-AF-343	D6A-202a	D6A-202a_LP-DIR-AF	    0.7	240.4	 78.6 	 3.000e-02	0	0.00	0.00	15	273	This study	hargrave 2026-07-23 03:00:38	LT-AF-Z:LP-DIR-AF	g	342	u	8	273			pmagpy-4.4.0	7.69e-06	6.60e-08	7.50e-08	9.28e-09
D6A-202a_LP-DIR-AF-344	D6A-202a	D6A-202a_LP-DIR-AF	    0.8	241.8	 78.7 	 3.500e-02	0	0.00	0.00	16	273	This study	hargrave 2026-07-23 03:04:04	LT-AF-Z:LP-DIR-AF	g	343	u	8	273			pmagpy-4.4.0	6.73e-06	5.97e-08	6.64e-08	7.05e-09
D6A-202a_LP-DIR-AF-345	D6A-202a	D6A-202a_LP-DIR-AF	    0.8	242.1	 79.7 	 4.000e-02	0	0.00	0.00	17	273	This study	hargrave 2026-07-23 03:06:35	LT-AF-Z:LP-DIR-AF	g	344	u	8	273			pmagpy-4.4.0	5.97e-06	5.46e-08	6.04e-08	6.73e-09
D6A-202a_LP-DIR-AF-346	D6A-202a	D6A-202a_LP-DIR-AF	    0.8	243.7	 80.0 	 4.500e-02	0	0.00	0.00	18	273	This study	hargrave 2026-07-23 03:08:09	LT-AF-Z:LP-DIR-AF	g	345	u	8	273			pmagpy-4.4.0	5.45e-06	4.96e-08	5.44e-08	6.28e-09
D6A-202a_LP-DIR-AF-347	D6A-202a	D6A-202a_LP-DIR-AF	    0.8	243.8	 80.0 	 5.000e-02	0	0.00	0.00	19	273	This study	hargrave 2026-07-23 03:09:44	LT-AF-Z:LP-DIR-AF	g	346	u	8	273			pmagpy-4.4.0	4.93e-06	4.75e-08	5.08e-08	6.37e-09
D6A-202a_LP-DIR-AF-348	D6A-202a	D6A-202a_LP-DIR-AF	    0.8	247.0	 80.5 	 5.500e-02	0	0.00	0.00	20	273	This study	hargrave 2026-07-23 03:11:19	LT-AF-Z:LP-DIR-AF	g	347	u	8	273			pmagpy-4.4.0	4.55e-06	4.40e-08	4.72e-08	6.33e-09
D6A-202a_LP-DIR-AF-349	D6A-202a	D6A-202a_LP-DIR-AF	    0.8	248.9	 80.8 	 6.000e-02	0	0.00	0.00	21	273	This study	hargrave 2026-07-23 03:12:54	LT-AF-Z:LP-DIR-AF	g	348	u	8	273			pmagpy-4.4.0	4.21e-06	4.14e-08	4.35e-08	7.15e-09
D6A-202a_LP-DIR-AF-350	D6A-202a	D6A-202a_LP-DIR-AF	    0.9	243.4	 80.5 	 6.500e-02	0	0.00	0.00	22	273	This study	hargrave 2026-07-23 03:14:29	LT-AF-Z:LP-DIR-AF	g	349	u	8	273			pmagpy-4.4.0	3.86e-06	3.95e-08	4.20e-08	6.64e-09
D6A-202a_LP-DIR-AF-351	D6A-202a	D6A-202a_LP-DIR-AF	    0.9	246.1	 81.1 	 7.000e-02	0	0.00	0.00	23	273	This study	hargrave 2026-07-23 03:16:59	LT-AF-Z:LP-DIR-AF	g	350	u	8	273			pmagpy-4.4.0	3.59e-06	3.82e-08	3.91e-08	6.70e-09
D6A-202a_LP-DIR-AF-352	D6A-202a	D6A-202a_LP-DIR-AF	    0.9	255.3	 81.6 	 7.500e-02	0	0.00	0.00	24	273	This study	hargrave 2026-07-23 03:18:33	LT-AF-Z:LP-DIR-AF	g	351	u	8	273			pmagpy-4.4.0	3.34e-06	3.52e-08	3.59e-08	8.36e-09
D6A-202a_LP-DIR-AF-353	D6A-202a	D6A-202a_LP-DIR-AF	    0.9	245.6	 81.9 	 8.000e-02	0	0.00	0.00	25	273	This study	hargrave 2026-07-23 03:20:08	LT-AF-Z:LP-DIR-AF	g	352	u	8	273			pmagpy-4.4.0	3.04e-06	3.38e-08	3.40e-08	7.39e-09
D6A-202a_LP-DIR-AF-354	D6A-202a	D6A-202a_LP-DIR-AF	    0.9	247.3	 81.6 	 8.500e-02	0	0.00	0.00	26	273	This study	hargrave 2026-07-23 03:21:43	LT-AF-Z:LP-DIR-AF	g	353	u	8	273			pmagpy-4.4.0	2.93e-06	3.28e-08	3.30e-08	7.11e-09
D6A-202a_LP-DIR-AF-355	D6A-202a	D6A-202a_LP-DIR-AF	    0.9	243.9	 82.2 	 9.000e-02	0	0.00	0.00	27	273	This study	hargrave 2026-07-23 03:23:18	LT-AF-Z:LP-DIR-AF	g	354	u	8	273			pmagpy-4.4.0	2.73e-06	3.01e-08	3.00e-08	7.48e-09
D6A-202a_LP-DIR-AF-356	D6A-202a	D6A-202a_LP-DIR-AF	    0.9	255.0	 83.3 	 9.500e-02	0	0.00	0.00	28	273	This study	hargrave 2026-07-23 03:24:54	LT-AF-Z:LP-DIR-AF	g	355	u	8	273			pmagpy-4.4.0	2.52e-06	2.87e-08	2.80e-08	7.73e-09
D6A-202a_LP-DIR-AF-357	D6A-202a	D6A-202a_LP-DIR-AF	    1.0	259.7	 82.4 	 1.000e-01	0	0.00	0.00	29	273	This study	hargrave 2026-07-23 03:26:29	LT-AF-Z:LP-DIR-AF	g	356	u	8	273			pmagpy-4.4.0	2.36e-06	2.77e-08	2.76e-08	7.71e-09
D6A-202a_LP-DIR-AF-358	D6A-202a	D6A-202a_LP-DIR-AF	    1.0	243.9	 83.3 	 1.050e-01	0	0.00	0.00	30	273	This study	hargrave 2026-07-23 03:28:05	LT-AF-Z:LP-DIR-AF	g	357	u	8	273			pmagpy-4.4.0	2.22e-06	2.69e-08	2.62e-08	7.32e-09
D6A-202a_LP-DIR-AF-359	D6A-202a	D6A-202a_LP-DIR-AF	    1.0	252.1	 82.3 	 1.100e-01	0	0.00	0.00	31	273	This study	hargrave 2026-07-23 03:29:41	LT-AF-Z:LP-DIR-AF	g	358	u	8	273			pmagpy-4.4.0	2.11e-06	2.54e-08	2.44e-08	7.30e-09
D6A-202a_LP-DIR-AF-360	D6A-202a	D6A-202a_LP-DIR-AF	    1.0	247.8	 83.2 	 1.150e-01	0	0.00	0.00	32	273	This study	hargrave 2026-07-23 03:31:16	LT-AF-Z:LP-DIR-AF	g	359	u	8	273			pmagpy-4.4.0	1.94e-06	2.50e-08	2.34e-08	7.18e-09
D6A-202a_LP-DIR-AF-361	D6A-202a	D6A-202a_LP-DIR-AF	    1.0	252.1	 81.4 	 1.200e-01	0	0.00	0.00	33	273	This study	hargrave 2026-07-23 03:32:53	LT-AF-Z:LP-DIR-AF	g	360	u	8	273			pmagpy-4.4.0	1.89e-06	2.44e-08	2.33e-08	5.92e-09
D6A-202a_LP-DIR-AF-362	D6A-202a	D6A-202a_LP-DIR-AF	    1.0	238.9	 81.6 	 1.250e-01	0	0.00	0.00	34	273	This study	hargrave 2026-07-23 03:34:29	LT-AF-Z:LP-DIR-AF	g	361	u	8	273			pmagpy-4.4.0	1.75e-06	2.27e-08	2.13e-08	6.60e-09
D6A-202a_LP-DIR-AF-363	D6A-202a	D6A-202a_LP-DIR-AF	    1.1	249.4	 83.0 	 1.300e-01	0	0.00	0.00	35	273	This study	hargrave 2026-07-23 03:36:05	LT-AF-Z:LP-DIR-AF	g	362	u	8	273			pmagpy-4.4.0	1.65e-06	2.20e-08	2.12e-08	5.41e-09
D6A-323a_LP-DIR-AF-364	D6A-323a	D6A-323a_LP-DIR-AF	    0.5	215.0	-23.5 	0	0	0.00	0.00	0	273	This study	hargrave 2026-07-23 00:20:48	LT-NO:LP-DIR-AF	g	363	u	8	273			pmagpy-4.4.0	2.61e-05	1.49e-07	1.09e-07	1.78e-07
D6A-323a_LP-DIR-AF-365	D6A-323a	D6A-323a_LP-DIR-AF	    0.5	218.1	-25.5 	 1.000e-03	0	0.00	0.00	1	273	This study	hargrave 2026-07-23 00:22:23	LT-AF-Z:LP-DIR-AF	g	364	u	8	273			pmagpy-4.4.0	2.50e-05	1.58e-07	1.22e-07	1.66e-07
D6A-323a_LP-DIR-AF-366	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	225.7	-29.0 	 2.000e-03	0	0.00	0.00	2	273	This study	hargrave 2026-07-23 00:23:58	LT-AF-Z:LP-DIR-AF	g	365	u	8	273			pmagpy-4.4.0	2.22e-05	1.57e-07	1.25e-07	1.43e-07
D6A-323a_LP-DIR-AF-367	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	232.8	-31.6 	 3.000e-03	0	0.00	0.00	3	273	This study	hargrave 2026-07-23 00:25:33	LT-AF-Z:LP-DIR-AF	g	366	u	8	273			pmagpy-4.4.0	2.01e-05	1.54e-07	1.24e-07	1.26e-07
D6A-323a_LP-DIR-AF-368	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	237.2	-33.1 	 4.000e-03	0	0.00	0.00	4	273	This study	hargrave 2026-07-23 00:29:00	LT-AF-Z:LP-DIR-AF	g	367	u	8	273			pmagpy-4.4.0	1.89e-05	1.61e-07	1.24e-07	1.12e-07
D6A-323a_LP-DIR-AF-369	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	239.0	-33.5 	 5.000e-03	0	0.00	0.00	5	273	This study	hargrave 2026-07-23 00:32:38	LT-AF-Z:LP-DIR-AF	g	368	u	8	273			pmagpy-4.4.0	1.82e-05	1.52e-07	1.22e-07	1.07e-07
D6A-323a_LP-DIR-AF-370	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.0	-34.3 	 7.500e-03	0	0.00	0.00	6	273	This study	hargrave 2026-07-23 00:36:04	LT-AF-Z:LP-DIR-AF	g	369	u	8	273			pmagpy-4.4.0	1.60e-05	1.35e-07	1.16e-07	9.42e-08
D6A-323a_LP-DIR-AF-371	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.6	-35.0 	 1.000e-02	0	0.00	0.00	7	273	This study	hargrave 2026-07-23 00:39:31	LT-AF-Z:LP-DIR-AF	g	370	u	8	273			pmagpy-4.4.0	1.41e-05	1.13e-07	1.07e-07	8.18e-08
D6A-323a_LP-DIR-AF-372	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.7	-35.0 	 1.250e-02	0	0.00	0.00	8	273	This study	hargrave 2026-07-23 00:42:58	LT-AF-Z:LP-DIR-AF	g	371	u	8	273			pmagpy-4.4.0	1.25e-05	1.07e-07	9.70e-08	7.21e-08
D6A-323a_LP-DIR-AF-373	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.8	-34.4 	 1.500e-02	0	0.00	0.00	9	273	This study	hargrave 2026-07-23 00:46:24	LT-AF-Z:LP-DIR-AF	g	372	u	8	273			pmagpy-4.4.0	1.12e-05	9.54e-08	8.61e-08	6.47e-08
D6A-323a_LP-DIR-AF-374	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.5	-34.0 	 1.750e-02	0	0.00	0.00	10	273	This study	hargrave 2026-07-23 00:49:51	LT-AF-Z:LP-DIR-AF	g	373	u	8	273			pmagpy-4.4.0	9.98e-06	8.43e-08	7.69e-08	5.71e-08
D6A-323a_LP-DIR-AF-375	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.7	-33.2 	 2.000e-02	0	0.00	0.00	11	273	This study	hargrave 2026-07-23 00:53:17	LT-AF-Z:LP-DIR-AF	g	374	u	8	273			pmagpy-4.4.0	8.94e-06	7.59e-08	7.16e-08	5.42e-08
D6A-323a_LP-DIR-AF-376	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.1	-32.9 	 2.250e-02	0	0.00	0.00	12	273	This study	hargrave 2026-07-23 00:56:44	LT-AF-Z:LP-DIR-AF	g	375	u	8	273			pmagpy-4.4.0	8.14e-06	6.84e-08	6.64e-08	4.99e-08
D6A-323a_LP-DIR-AF-377	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	240.7	-33.1 	 2.500e-02	0	0.00	0.00	13	273	This study	hargrave 2026-07-23 01:00:11	LT-AF-Z:LP-DIR-AF	g	376	u	8	273			pmagpy-4.4.0	7.59e-06	6.39e-08	6.35e-08	4.60e-08
D6A-323a_LP-DIR-AF-378	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.3	-31.9 	 2.750e-02	0	0.00	0.00	14	273	This study	hargrave 2026-07-23 01:03:37	LT-AF-Z:LP-DIR-AF	g	377	u	8	273			pmagpy-4.4.0	6.95e-06	5.52e-08	5.67e-08	4.46e-08
D6A-323a_LP-DIR-AF-379	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	240.2	-32.3 	 3.000e-02	0	0.00	0.00	15	273	This study	hargrave 2026-07-23 01:07:04	LT-AF-Z:LP-DIR-AF	g	378	u	8	273			pmagpy-4.4.0	6.58e-06	5.34e-08	5.51e-08	4.24e-08
D6A-323a_LP-DIR-AF-380	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	239.4	-31.1 	 3.500e-02	0	0.00	0.00	16	273	This study	hargrave 2026-07-23 01:10:42	LT-AF-Z:LP-DIR-AF	g	379	u	8	273			pmagpy-4.4.0	6.12e-06	4.75e-08	5.01e-08	3.95e-08
D6A-323a_LP-DIR-AF-381	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	239.3	-30.6 	 4.000e-02	0	0.00	0.00	17	273	This study	hargrave 2026-07-23 01:14:08	LT-AF-Z:LP-DIR-AF	g	380	u	8	273			pmagpy-4.4.0	5.63e-06	4.33e-08	4.69e-08	3.83e-08
D6A-323a_LP-DIR-AF-382	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	238.9	-30.1 	 4.500e-02	0	0.00	0.00	18	273	This study	hargrave 2026-07-23 01:17:35	LT-AF-Z:LP-DIR-AF	g	381	u	8	273			pmagpy-4.4.0	5.29e-06	3.81e-08	4.37e-08	3.53e-08
D6A-323a_LP-DIR-AF-383	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	238.9	-30.4 	 5.000e-02	0	0.00	0.00	19	273	This study	hargrave 2026-07-23 01:21:02	LT-AF-Z:LP-DIR-AF	g	382	u	8	273			pmagpy-4.4.0	4.99e-06	3.86e-08	4.20e-08	3.34e-08
D6A-323a_LP-DIR-AF-384	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	239.3	-30.6 	 5.500e-02	0	0.00	0.00	20	273	This study	hargrave 2026-07-23 01:24:39	LT-AF-Z:LP-DIR-AF	g	383	u	8	273			pmagpy-4.4.0	4.87e-06	3.77e-08	3.94e-08	3.26e-08
D6A-323a_LP-DIR-AF-385	D6A-323a	D6A-323a_LP-DIR-AF	    0.7	239.4	-31.2 	 6.000e-02	0	0.00	0.00	21	273	This study	hargrave 2026-07-23 01:28:06	LT-AF-Z:LP-DIR-AF	g	384	u	8	273			pmagpy-4.4.0	4.59e-06	3.73e-08	4.22e-08	3.29e-08
D6A-323a_LP-DIR-AF-386	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	239.6	-30.7 	 6.500e-02	0	0.00	0.00	22	273	This study	hargrave 2026-07-23 01:31:32	LT-AF-Z:LP-DIR-AF	g	385	u	8	273			pmagpy-4.4.0	4.44e-06	3.38e-08	3.75e-08	3.12e-08
D6A-323a_LP-DIR-AF-387	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	238.4	-31.3 	 7.000e-02	0	0.00	0.00	23	273	This study	hargrave 2026-07-23 01:34:59	LT-AF-Z:LP-DIR-AF	g	386	u	8	273			pmagpy-4.4.0	4.28e-06	3.24e-08	3.46e-08	2.78e-08
D6A-323a_LP-DIR-AF-388	D6A-323a	D6A-323a_LP-DIR-AF	    0.7	240.4	-31.7 	 7.500e-02	0	0.00	0.00	24	273	This study	hargrave 2026-07-23 01:38:25	LT-AF-Z:LP-DIR-AF	g	387	u	8	273			pmagpy-4.4.0	4.10e-06	3.45e-08	3.76e-08	2.82e-08
D6A-323a_LP-DIR-AF-389	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.6	-30.7 	 8.000e-02	0	0.00	0.00	25	273	This study	hargrave 2026-07-23 01:41:52	LT-AF-Z:LP-DIR-AF	g	388	u	8	273			pmagpy-4.4.0	3.95e-06	3.17e-08	3.55e-08	2.59e-08
D6A-323a_LP-DIR-AF-390	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	240.9	-31.9 	 8.500e-02	0	0.00	0.00	26	273	This study	hargrave 2026-07-23 01:45:20	LT-AF-Z:LP-DIR-AF	g	389	u	8	273			pmagpy-4.4.0	3.70e-06	3.01e-08	3.30e-08	2.44e-08
D6A-323a_LP-DIR-AF-391	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	241.3	-29.2 	 9.000e-02	0	0.00	0.00	27	273	This study	hargrave 2026-07-23 01:48:47	LT-AF-Z:LP-DIR-AF	g	390	u	8	273			pmagpy-4.4.0	3.67e-06	2.96e-08	3.11e-08	2.56e-08
D6A-323a_LP-DIR-AF-392	D6A-323a	D6A-323a_LP-DIR-AF	    0.7	242.4	-31.3 	 9.500e-02	0	0.00	0.00	28	273	This study	hargrave 2026-07-23 01:52:14	LT-AF-Z:LP-DIR-AF	g	391	u	8	273			pmagpy-4.4.0	3.18e-06	2.58e-08	2.84e-08	2.29e-08
D6A-323a_LP-DIR-AF-393	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	243.5	-31.0 	 1.000e-01	0	0.00	0.00	29	273	This study	hargrave 2026-07-23 01:55:42	LT-AF-Z:LP-DIR-AF	g	392	u	8	273			pmagpy-4.4.0	3.12e-06	2.36e-08	2.53e-08	2.15e-08
D6A-323a_LP-DIR-AF-394	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	242.0	-32.6 	 1.050e-01	0	0.00	0.00	30	273	This study	hargrave 2026-07-23 01:59:10	LT-AF-Z:LP-DIR-AF	g	393	u	8	273			pmagpy-4.4.0	2.94e-06	2.36e-08	2.70e-08	2.04e-08
D6A-323a_LP-DIR-AF-395	D6A-323a	D6A-323a_LP-DIR-AF	    0.6	243.6	-32.7 	 1.100e-01	0	0.00	0.00	31	273	This study	hargrave 2026-07-23 02:02:38	LT-AF-Z:LP-DIR-AF	g	394	u	8	273			pmagpy-4.4.0	2.72e-06	2.09e-08	2.32e-08	1.98e-08
